Brand Name,Outside Model,Inside model,Furnace model,Rated heating capacity (Btu/hour),AHRI / Verification reference,Product group,AHRI Classification,Indoor type/ducting configuration
"AMERICAN STANDARD","5A6V8X24A1","5PX*BD04AS3","*DHMB080CCV3+LRP","23600","217179542","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V8X24A1","5PX*BD04AS3","S9V2B080D4VSB+LRP","23600","217179540","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V8X24A1","5PX*BD04AS3","S8V2A040M3PCB","23400","217179538","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V8X24A1","5PX*BD04AS3","S8V2B060M4PCB","23400","217179536","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V8X24A1","5PX*BD04AS3","S8V2B080M4PCB","23600","217179534","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V8X24A1","5PX*BD04AS3","S9V2B040D3PSC+LRP","23600","217179532","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V8X24A1","5PX*BD04AS3","S9V2B080D4PSC+LRP","23600","217179530","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V8X24A1","5PX*BD04AS3","S9V2B060D3VSB+LRP","23600","217179528","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V8X24A1","5PX*BD04AS3","S9V2B060D3PSC+LRP","23600","217179526","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V8X24A1","5PX*BD04AS3","S9V2B040D3VSB+LRP","23600","217179524","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V8X24A1","5PX*B006AS3","S9V2B060U4PSC+LRP","23000","217179522","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V8X24A1","5PX*B006AS3","S9V2B060U4VSB+LRP","23000","217179520","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V8X24A1","5PX*B006AS3","S9V2B080U4VSB+LRP","23000","217179518","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V8X24A1","5PX*B006AS3","S9V2B040U3PSC+LRP","23000","217179516","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V8X24A1","5PX*B006AS3+P0V0A000M30SD+LRP","-","23200","217179514","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V8X24A1","5PX*B006AS3","S9V2B040U3VSB+LRP","23000","217179512","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V8X24A1","5PX*B006AS3","S9V2B060U3VSB+LRP","23000","217179510","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5TXCC009AS3","S9V2B080U4VSB+LRP","47000","217179508","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5TXCC009AS3","S9V2B080U4PSC+LRP","47000","217179506","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5TXCC009AS3","S9V2B080D4VSB+LRP","47000","217179504","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5TXCC009AS3","S9V2B080D4PSC+LRP","47000","217179502","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5TXCC009AS3","S9V2B060U4VSB+LRP","47000","217179500","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5TXCC009AS3","S9V2B060U4PSC+LRP","47000","217179498","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5TXCC009AS3","S8V2B080M4PCB","47000","217179496","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5TXCC009AS3","S8V2B060M4PCB","47000","217179494","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5TXCC009AS3","L8V1B080U4VSB+LRP","47000","217179492","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*CD09AS3","S8V2B080M4PCB","47000","217179490","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*CD09AS3","S9V2B080D4PSC+LRP","47000","217179488","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*CD09AS3","S9V2B080D4VSB+LRP","47000","217179486","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*CD09AS3","S8V2B060M4PCB","46500","217179484","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*C009AS3","S9V2B080U4PSC+LRP","47000","217179482","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*C009AS3","S9V2B080U4VSB+LRP","47000","217179480","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*C009AS3","L8V1B080U4VSB+LRP","47000","217179478","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*C009AS3","S9V2B060U4PSC+LRP","47000","217179476","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*C009AS3","S9V2B080D4VSB+LRP","47000","217179474","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","4A6V8X24A1","4TXCB003DS3","S8V2B080M4PCA","22000","210692081","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*C009AS3","S9V2B080D4PSC+LRP","47000","217179472","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*C009AS3","S9V2B060U4VSB+LRP","47000","217179470","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*C009AS3","S8V2B060M4PCB","47000","217179468","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*C009AS3","S8V2B080M4PCB","47000","217179466","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X36A1","5TXCC009AS3","L8V1B080U4VSB+LRP","32200","217179464","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X36A1","5TXCC009AS3","*UHMB080CCV3+LRP","32200","217179462","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X36A1","5TXCC009AS3","S8V2B060M4PCB","32000","217179460","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","4A6V8X24A1","4TXCB004DS3","S8V2B060M4PCA","20600","210692083","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X36A1","5TXCC009AS3","S8V2B080M4PCB","32400","217179458","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X36A1","5TXCC009AS3","S9V2B040D3PSC+LRP","32400","217179456","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X36A1","5TXCC009AS3","S9V2B040D3VSB+LRP","32400","217179454","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","4A6L9024A1","4PX*BU30BS3","S8V2A040M3PCA","20600","210692203","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X36A1","5TXCC009AS3","S9V2B040U3PSC+LRP","32400","217179452","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X24A1","5TXCB006AS3+P0V0A000M30SD+LRP","-","22800","217179350","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCD008AS3","S9V2C080U5VSB+LRP","46500","216440379","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCD008AS3","L8V1C100U5VSB+LRP","47500","216440377","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCD008AS3+P0V0C000M50SD+LRP","-","46500","216440375","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCC007AS3","S9V2C100U4VSB+LRP","46500","216440359","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCC007AS3","L8V1C100U5VSB+LRP","47500","216440357","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCC007AS3","S9V2C080U5VSB+LRP","46500","216440355","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCC007AS3","S9V2C100U5PSC+LRP","46500","216440353","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCC007AS3","S9V2C100U5VSB+LRP","46500","216440351","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCC007AS3+P0V0C000M50SD+LRP","-","46500","216440349","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCC007AS3","S9V2C080U5PSC+LRP","46500","216440347","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X24A1","5TXCB004AS3","S9V2B060U4VSB+LRP","22200","217179348","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCB006AS3","S9V2B060U4PSC+LRP","46500","216440345","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCB006AS3","L8V1B080U4VSB+LRP","47000","216440343","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCB006AS3","S9V2B060U4VSB+LRP","46500","216440341","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCB006AS3+P0V0B000M40SD+LRP","-","46500","216440339","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TEMCD05AV41+TDR","-","47000","216440335","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TAMXD05AV41","-","47000","216440329","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*D008AS3","L8V1C100U5VSB+LRP","47500","216440291","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*D008AS3+P0V0C000M50SD+LRP","-","46500","216440289","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*D008AS3","S9V2C080U5PSC+LRP","46500","216440287","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X24A1","5PX*BD06AS3","S9V2B060D3PSC+LRP","23400","217179346","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*D008AS3","S9V2D120U5VSB+LRP","46500","216440285","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*D008AS3","S9V2C080U5VSB+LRP","46500","216440283","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*D008AS3","S9V2C100U5PSC+LRP","46500","216440281","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*D008AS3+P0V0D000M50SD+LRP","-","46000","216440279","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*D008AS3","S9V2D120U5PSC+LRP","46500","216440277","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*D008AS3","S9V2C100U4VSB+LRP","46500","216440275","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*D008AS3","S9V2C100U5VSB+LRP","46500","216440273","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*C007AS3","S9V2C080U5PSC+LRP","46500","216440249","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X24A1","5PX*BD06AS3","S9V2B060D3VSB+LRP","23400","217179344","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*C007AS3","S9V2C100U5PSC+LRP","46500","216440247","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*C007AS3+P0V0C000M50SD+LRP","-","46500","216440245","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*C007AS3","S9V2C080U5VSB+LRP","46500","216440243","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*C007AS3","S9V2C100U5VSB+LRP","46500","216440241","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*C007AS3","L8V1C100U5VSB+LRP","47500","216440239","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*C007AS3","S9V2C100U4VSB+LRP","46500","216440237","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*B006AS3+P0V0B000M40SD+LRP","-","46500","216440235","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*B006AS3","S9V2B060U4PSC+LRP","46500","216440233","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X24A1","5PX*BD04AS3+P0V0A000M30SD+LRP","-","23400","217179342","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X24A1","5PX*BD04AS3","S8V2A040M3PCB","23200","217179340","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*B006AS3","L8V1B080U4VSB+LRP","46500","216440231","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5PX*B006AS3","S9V2B060U4VSB+LRP","46500","216440229","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X36A1","5TXCC007AS3","S9V2C100U4VSB+LRP","32600","216440215","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X36A1","5TXCC007AS3","S9V2C100D5PSC+LRP","31600","216440213","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X36A1","5TXCC007AS3","S9V2C100D5VSB+LRP","31600","216440211","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X36A1","5TXCC007AS3","S9V2C100U5PSC+LRP","32600","216440209","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X36A1","5TXCC007AS3","S9V2C080U5VSB+LRP","32600","216440207","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X36A1","5TXCC007AS3","S9V2C080U5PSC+LRP","32600","216440205","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X36A1","5TXCC007AS3+P0V0C000M50SD+LRP","-","32600","216440203","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X36A1","5TXCC007AS3","S9V2C100D4VSB+LRP","31600","216440201","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X36A1","5TXCC007AS3","S9V2C100U5VSB+LRP","32600","216440199","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X36A1","5TXCC005AS3","S9V2C100U5VSB+LRP","32000","216440197","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X36A1","5TXCC005AS3","S9V2C100U4VSB+LRP","32000","216440195","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X36A1","5TXCC005AS3","S9V2C080U5VSB+LRP","31800","216440193","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X36A1","5TXCC005AS3","S9V2C100D5PSC+LRP","31400","216440191","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X36A1","5TXCC005AS3","S9V2C100D5VSB+LRP","31400","216440189","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X36A1","5TXCC005AS3+P0V0C000M50SD+LRP","-","32000","216440187","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X36A1","5TXCC005AS3","S9V2C100U5PSC+LRP","32000","216440185","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","4A6V8X24A1","4TXCB003DS3","S8V2B080M4PDA","22000","211081443","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","4A6V8X24A1","4TXCB004DS3","S8V2B060M4PDA","20600","211081444","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","4A6L9024A1","4PX*BD30BS3","S8V2A040M3PDA","20600","211089019","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","4A6L9024A1","4PX*BD36BS3","S8V2B060M4PDA","20600","211089021","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","4A6L9024A1","4PX*BU30BS3","S8V2B080M4PDA","21600","211089023","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","4A6L9024A1","4PX*BU30BS3","S8V2A040M3PDA","20600","211089024","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X36A1","5PX*C009AS3","S9V2B060U4VSB+LRP","32200","217179372","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","4A6L9024A1","4PX*BU42BS3","S8V2A040M3PDA","19800","211089025","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X36A1","5PX*C009AS3","S9V2B060D3VSB+LRP","32200","217179370","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","4A6L9024A1","4TXCB003DS3","S8V2A040M3PDA","20600","211089026","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","4A6L9024A1","4TXCB003DS3","S8V2B080M4PDA","21600","211089027","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","4A6L9048A1","4PX*DU60BS3","S8V2C100M5PDA","42000","211089031","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X36A1","5PX*C009AS3","S9V2B060U3VSB+LRP","32200","217179368","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","4A6L9048A1","4TXCD010DS3","S8V2C100M5PDA","42000","211089034","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","4A6V0X24A1","4PX*BU36BS3","S8V2B080M4PDA","20400","211089174","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","4A6V0X24A1","4PX*BU36BS3","S8V2B060M4PDA","20400","211089175","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","4A6V0X24A1","4TXCB004DS3","S8V2B080M4PDA","20400","211089176","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X24A1","5TXCB006AS3","S9V2B040U3PSC+LRP","22800","217179366","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X24A1","5TXCB006AS3","L8V1A040U3VSB+LRP","22800","217179364","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X24A1","5TXCB006AS3","S9V2B060U3VSB+LRP","22600","217179362","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5TXCD008AS3+P0V0C000M50SD+LRP","-","54000","216440525","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5TXCD008AS3","S9V2C080U5VSB+LRP","54500","216440523","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5TXCC007AS3","S9V2C100U5PSC+LRP","54500","216440509","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5TXCC007AS3","S9V2C080U5VSB+LRP","54500","216440507","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5TXCC007AS3","S9V2C080U5PSC+LRP","54500","216440505","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5TXCC007AS3","S9V2C100U5VSB+LRP","54500","216440503","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5TXCC007AS3","L8V1C100U5VSB+LRP","54500","216440501","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5TXCC007AS3+P0V0C000M50SD+LRP","-","54000","216440499","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5TEMCD06AV41+TDR","-","53500","216440497","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCD008AS3","S9V2C100U5PSC+LRP","46500","216440381","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCD008AS3","S9V2C080U5PSC+LRP","46500","216440383","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCD008AS3","S9V2C100U4VSB+LRP","46500","216440385","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCD008AS3+P0V0D000M50SD+LRP","-","46000","216440387","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCD008AS3","S9V2C100U5VSB+LRP","46500","216440389","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCD008AS3","S9V2D120U5PSC+LRP","46500","216440391","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X48A1","5TXCD008AS3","S9V2D120U5VSB+LRP","46500","216440393","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5PX*C007AS3","S9V2C080U5PSC+LRP","54500","216440415","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5PX*C007AS3","L8V1C100U5VSB+LRP","54000","216440417","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5PX*C007AS3+P0V0C000M50SD+LRP","-","54000","216440419","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X24A1","5TXCB006AS3","S8V2A040M3PCB","22600","217179352","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5PX*C007AS3","S9V2C100U5VSB+LRP","54500","216440421","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5PX*C007AS3","S9V2C100U5PSC+LRP","54500","216440423","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5PX*C007AS3","S9V2C080U5VSB+LRP","54500","216440425","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X24A1","5TXCB006AS3","S9V2B040U3VSB+LRP","22800","217179354","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X24A1","5TXCB006AS3","*UHMB080CCV3+LRP","22600","217179356","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5PX*D008AS3","S9V2D120U5PSC+LRP","54000","216440445","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5PX*D008AS3","L8V1C100U5VSB+LRP","54000","216440447","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5PX*D008AS3","S9V2D120U5VSB+LRP","54000","216440449","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5PX*D008AS3","S9V2C080U5PSC+LRP","54500","216440451","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5PX*D008AS3","S9V2C080U5VSB+LRP","54500","216440453","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5PX*D008AS3","S9V2C100U5PSC+LRP","54500","216440455","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5PX*D008AS3+P0V0C000M50SD+LRP","-","54000","216440457","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5PX*D008AS3+P0V0D000M50SD+LRP","-","54000","216440459","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5PX*D008AS3","S9V2C100U5VSB+LRP","54500","216440461","ASHP","HRCU-A-CB","Centrally ducted system"
"American Standard","5A6V0X60A1","5TAMXD06AV41","-","54000","216440493","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X24A1","5TXCB006AS3","*UHMB060CCV3+LRP","22600","217179358","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X24A1","5TXCB006AS3","L8V1A060U3VSB+LRP","23000","217179360","ASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*DD10AS3","S9V2D120D5VSB+LRP","46000","216440315","ccASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*DD10AS3","S9V2D120D5PSC+LRP","46000","216440313","ccASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*D010AS3","S9V2D120U5PSC+LRP","46000","216440311","ccASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*D010AS3","L8V1C100U5VSB+LRP","47000","216440309","ccASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*D010AS3","S9V2D120U5VSB+LRP","46000","216440307","ccASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*D010AS3","S9V2C100U4VSB+LRP","46000","216440305","ccASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*D010AS3","S9V2C080U5PSC+LRP","46000","216440303","ccASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*D010AS3","S9V2C100U5PSC+LRP","46000","216440301","ccASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*D010AS3","P0V0C000M50SD+LRP","46000","216440299","ccASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*D010AS3","S9V2C080U5VSB+LRP","46000","216440297","ccASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*D010AS3","P0V0D000M50SD+LRP","46000","216440295","ccASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*D010AS3","S9V2C100U5VSB+LRP","46000","216440293","ccASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*CD09AS3","S9V2C100D5VSB+LRP","46000","216440271","ccASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*CD09AS3","S9V2C100D5PSC+LRP","46000","216440269","ccASHP","HRCU-A-CB","Centrally ducted system"
"AMERICAN STANDARD","5A6V0X48A1","5PX*CD09AS3","S9V2C100D4VSB+LRP","46000","216440267","ccASHP","HRCU-A-CB","Centrally ducted system"
